"","displayName","position","tot_tackles","tot_tackles_forloss","tot_ffumbles","tot_missed_tackles","tot_prevents","tot_assists","tot_ips","Height","Weight","player_rating"
"771","Uchenna Nwosu","OLB",18,3,1,6,3,15,0,74,251,36.5
"772","Ugochukwu Amadi","FS",4,0,0,2,0,1,0,69,201,2.5
"773","Verone McKinley","SS",2,0,0,0,0,0,0,71,194,2
"774","Victor Dimukeje","OLB",10,0,0,1,0,2,0,75,265,10
"775","Vinny Curry","DE",5,1,0,2,0,2,0,75,279,6
"776","Vita Vea","NT",7,0,1,1,0,13,0,76,347,17.5
"777","Von Miller","OLB",8,3,0,3,1,1,0,75,250,13.5
"778","Vonn Bell","SS",31,4,1,5,2,6,0,71,205,46
"779","Will Harris","SS",16,2,0,2,0,7,0,73,207,21.5
"780","Will Parks","FS",3,0,0,0,0,0,0,73,194,3
"781","William Bradley-King","DE",1,0,0,0,0,0,0,76,248,1
"782","William Gholston","DE",11,0,0,1,1,12,0,78,281,18
"783","William Jackson","CB",13,1,0,2,2,2,0,72,196,18
"784","Willie Gay","OLB",15,2,0,6,1,13,0,74,235,21.5
"785","Wyatt Ray","DE",1,0,0,0,0,0,0,75,255,1
"786","Xavien Howard","CB",18,0,0,5,1,6,0,73,200,18
"787","Xavier McKinney","FS",24,1,1,3,0,14,0,73,197,35
"788","Xavier Woods","FS",28,0,0,3,0,20,0,71,202,35
"789","Yannick Ngakoue","DE",6,1,0,4,0,5,0,74,246,6.5
"790","Yetur Gross-Matos","OLB",13,3,0,1,0,15,0,77,264,25.5
"791","Za'Darius Smith","OLB",11,3,0,2,1,4,0,76,272,19
"792","Zach Allen","DE",14,5,0,1,2,18,1,76,281,41
"793","Zach Carter","DT",9,1,0,4,0,9,0,76,290,11.5
"794","Zach Cunningham","ILB",14,0,0,3,1,8,0,75,238,17
"795","Zach Sieler","DT",16,0,1,5,3,13,0,78,290,28.5
"796","Zack Baun","OLB",1,0,0,1,0,1,0,75,235,0.5
"797","Zaire Franklin","OLB",55,6,0,12,5,28,0,72,236,79
"798","Zaven Collins","OLB",39,3,1,13,2,24,0,76,260,53
"799","Zech McPhearson","CB",2,0,0,0,0,0,0,71,195,2
"800","Zyon McCollum","CB",8,0,0,4,0,2,0,76,200,5
